                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4617,                 2.8387,                  2.289,                 1.4208,                0.78833,                0.07414,                0.15492,                0.06606,                0.73541,                0.06917,                0.16203,                0.06588,                 1.6299,                  2.971,                 3.0432,                 1.6036,             0.00065185,             0.00065185,             0.00065185
